"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00024233","1971-06","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","2.9","0","0.9",",0","14",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","10","","1","","19710609","+,,0","19710630","+,,0","19710630","+,,0","","","19710624",",,0","19710621",",,0","6.7",",0,09,+","0",",,0,30,+","0",",,0,30,+","21.8",",,0,24,","26.7",",0,21,","2973.0","0","153.1",",0","57.9",",,,0","31.0",",X","","","","","","","0",",,,0","13.26",",0","17.08",",,,0","9.44",",,,0","8898",",X","","","","","","","","","225",",X","","","","","","","","","10.3",",X"
"USW00024233","1971-07","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","59.7","0","56.8",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","2",",0","10","","5","","19710706",",,0","19710731","+,,0","19710731","+,,0","","","19710709",",,0","19710729",",,0","8.3",",0,06,","0",",,0,31,+","0",",,0,31,+","6.1",",,0,09,","35.0",",0,29,","48.1","0","48.1",",0","17.3",",,,0","61.9",",X","","","","","","","0",",,,0","18.61",",0","24.24",",,,0","12.98",",,,0","17796",",X","","","","","","","","","225",",X","","","","","","","","","7.6",",X"
"USW00024233","1971-08","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","116.0","0","56.3",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","4",",0","5","","1","","19710831","+,,0","19710831","+,,0","19710831","+,,0","","","19710821",",,0","19710810","+,,0","11.7",",0,31,+","0",",,0,31,+","0",",,0,31,+","9.1",",,0,21,","34.4",",0,10,+","57.9","0","9.8",",0","14.4",",,,0","76.2",",X","","","","","","","0",",,,0","19.84",",0","25.43",",,,0","14.24",",,,0","20208",",X","","","","","","","","","225",",X","","","","","","","","","9.4",",X"
"USW00024233","1971-09","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","116.0","0","0.0",",0","12",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","13","","","","19710929",",,0","19710930","+,,0","19710930","+,,0","","","19710928","+,,0","19710922","+,,0","6.1",",0,29,","0",",,0,30,+","0",",,0,30,+","16.8",",,0,28,+","24.4",",0,22,+","182.0","0","124.1",",0","89.4",",,,0","62.1",",X","","","","","","","0",",,,0","14.20",",0","18.60",",,,0","9.79",",,,0","14040",",X","","","","","","","","","360",",X","","","","","","","","","10.7",",X"
"USW00024233","1971-10","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","116.0","0","0.0",",0","13",",0","10",",0","0",",0","0",",0","1",",0","0",",0","2",",0","0",",0","3",",0","0",",0","16","","5","","19711028",",,0","19711031","+,,0","19711027",",,0","","","19711018","+,,0","19711004",",,0","-1.1",",0,28,","0",",,0,31,+","51",",,0,27,","16.8",",,0,18,+","22.2",",0,04,","424.2","0","242.2",",0","90.7",",,,0","31.0",",X","","","","","","","51",",,,0","10.52",",0","13.78",",,,0","7.26",",,,0","6294",",X","","","","","","","","","315",",X","","","","","","","","","11.6",",X"
"USW00024233","1971-11","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","116.0","0","0.0",",0","19",",0","15",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18","","2","","19711105",",,0","19711130","+,,0","19711104",",,0","","","19711103",",,0","19711120","+,,0","0.6",",0,05,","0",",,0,30,+","0",",T,0,04,","34.8",",,0,03,","12.8",",0,20,+","745.4","0","321.2",",0","134.8",",,,0","19.8",",X","","","","","","","0",",T,,0","7.63",",0","10.00",",,,0","5.25",",,,0","3378",",X","","","","","","","","","135",",X","","","","","","","","","11.6",",X"
"USW00024233","1971-12","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","116.0","0","0.0",",0","26",",0","16",",0","1",",0","4",",0","5",",0","0",",0","13",",0","2",",0","0",",0","0",",0","22","","7","","19711227",",,0","19711230","+,,0","19711228",",,0","","","19711208",",,0","19711208","+,,0","-3.9",",0,27,","102",",,0,30,+","71",",,0,28,","40.9",",,0,08,","10.0",",0,08,+","1219.1","0","473.7",",0","169.6",",,,0","5.6",",X","","","","","","","271",",,,0","3.05",",0","5.43",",,,0","0.68",",,,0","882",",X","","","","","","","","","225",",X","","","","","","","","","15.2",",X"
"USW00024233","1972-01","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","0.0","0","0.0",",0","19",",0","13",",0","2",",0","7",",0","3",",0","0",",0","13",",0","4",",0","0",",0","0",",0","17","","3","","19720127",",,0","19720126",",,0","19720125",",,0","","","19720120",",,0","19720120",",,0","-11.1",",0,27,","279",",,0,26,","201",",,0,25,","42.2",",,0,20,","11.7",",0,20,","1702.2","0","483.1",",0","184.1",",,,0","22.0",",X","","","","","","","356",",,,0","2.75",",0","5.38",",,,0","0.12",",,,0","3768",",X","","","","","","","","","225",",X","","","","","","","","","16.1",",X"
"USW00024233","1972-02","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","0.0","0","0.0",",0","22",",0","15",",0","2",",0","6",",0","0",",0","0",",0","5",",0","0",",0","0",",0","0",",0","21","","4","","19720202","+,,0","19720201",",,0","19720214",",,0","","","19720227",",,0","19720227","+,,0","-7.2",",0,02,+","102",",,0,01,","5",",,0,14,","56.6",",,0,27,","13.9",",0,27,+","2082.9","0","380.7",",0","205.9",",,,0","26.0",",X","","","","","","","8",",,,0","5.21",",0","8.43",",,,0","1.98",",,,0","4602",",X","","","","","","","","","225",",X","","","","","","","","","16.1",",X"
"USW00024233","1972-03","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","0.0","0","0.0",",0","17",",0","12",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","14","","1","","19720307",",,0","19720331","+,,0","19720325","+,,0","1","","19720305",",,0","19720316",",,0","-0.6",",0,07,","0",",,0,31,+","0",",T,0,25,+","68.6",",,0,05,","18.9",",0,16,","2396.0","0","313.1",",0","171.4",",,,0","37.4",",X","","","","","","","0",",T,,0","8.23",",0","11.59",",,,0","4.87",",,,0","8340",",X","","","","","","","","","225",",X","","","","","","","","","17.0",",X"
"USW00024233","1972-04","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","0.0","0","0.0",",0","18",",0","11",",0","0",",0","0","1,0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","12","","","","19720417","+,,0","19720430","+,1,0","19720417",",,0","1","","19720405",",,0","19720427",",,0","1.1",",0,17,+","0","1,,0,30,+","30",",,0,17,","20.1",",,0,05,","25.0",",0,27,","2695.7","0","299.7",",0","104.7",",,,0","50.0",",X","","","","","","","58",",,,0","8.34",",0","12.39",",,,0","4.29",",,,0","12372",",X","","","","","","","","","225",",X","","","","","","","","","17.0",",X"
"USW00024233","1972-05","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","11.7","0","11.7",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","1",",0","8","","","","19720501",",,0","19720531","+,,0","19720531","+,,0","","","19720508",",,0","19720528",",,0","5.0",",0,01,","0",",,0,31,+","0",",,0,31,+","6.1",",,0,08,","32.8",",0,28,","2822.0","0","126.3",",0","17.6",",,,0","48.3",",X","","","","","","","0",",,,0","14.64",",0","19.81",",,,0","9.46",",,,0","13572",",X","","","","","","","","","360",",X","","","","","","","","","12.1",",X"
"USW00024233","1972-06","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","13.1","0","1.4",",0","12",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","13","","1","","19720622","+,,0","19720630","+,,0","19720630","+,,0","2","","19720624",",,0","19720608",",,0","9.4",",0,22,+","0",",,0,30,+","0",",,0,30,+","16.8",",,0,24,","25.6",",0,08,","2906.1","0","84.1",",0","46.2",",,,0","45.7",",X","","","","","","","0",",,,0","15.58",",0","19.98",",,,0","11.17",",,,0","13062",",X","","","","","","","","","225",",X","","","","","","","","","9.8",",X"
"USW00024233","1972-07","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","58.1","0","45.0",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","2",",0","6","","1","","19720707",",,0","19720731","+,,0","19720731","+,,0","1","","19720712",",,0","19720704",",,0","8.9",",0,07,","0",",,0,31,+","0",",,0,31,+","16.3",",,0,12,","32.8",",0,04,","28.1","0","28.1",",0","34.1",",,,0","73.7",",X","","","","","","","0",",,,0","18.88",",0","24.38",",,,0","13.37",",,,0","21246",",X","","","","","","","","","360",",X","","","","","","","","","10.3",",X"
"USW00024233","1972-08","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","106.3","0","48.2",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","9","","3","","19720813",",,0","19720831","+,,0","19720831","+,,0","","","19720815",",,0","19720807",",,0","10.0",",0,13,","0",",,0,31,+","0",",,0,31,+","11.4",",,0,15,","35.0",",0,07,","47.4","0","19.3",",0","28.8",",,,0","73.7",",X","","","","","","","0",",,,0","19.27",",0","25.29",",,,0","13.24",",,,0","19494",",X","","","","","","","","","360",",X","","","","","","","","","11.2",",X"
"USW00024233","1972-09","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","112.1","0","5.8",",0","14",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","17","","2","","19720927",",,0","19720930","+,,0","19720921","+,,0","3","","19720922","+,,0","19720903","+,,0","1.7",",0,27,","0",",,0,30,+","0",",T,0,21,+","26.7",",,0,22,+","28.3",",0,03,+","214.5","0","167.1",",0","104.3",",,,0","47.1",",X","","","","","","","0",",T,,0","12.96",",0","17.26",",,,0","8.65",",,,0","10692",",X","","","","","","","","","225",",X","","","","","","","","","10.3",",X"
"USW00024233","1972-10","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","112.1","0","0.0",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19","","7","","19721030",",,0","19721031","+,,0","19721031","+,,0","","","19721025",",,0","19721008",",,0","1.1",",0,30,","0",",,0,31,+","0",",,0,31,+","9.1",",,0,25,","20.6",",0,08,","471.8","0","257.3",",0","18.3",",,,0","42.6",",X","","","","","","","0",",,,0","10.03",",0","13.79",",,,0","6.27",",,,0","8706",",X","","","","","","","180",",X","45",",X","","","","","","","13.9",",X","11.2",",X"
"USW00024233","1972-11","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","112.1","0","0.0",",0","15",",0","12",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15","","4","","19721117",",,0","19721130","+,,0","19721127",",,0","","","19721125","+,,0","19721102",",,0","0.6",",0,17,","0",",,0,30,+","0",",T,0,27,","12.2",",,0,25,+","13.9",",0,02,","776.7","0","304.9",",0","85.8",",,,0","31.0",",X","","","","","","","0",",T,,0","8.17",",0","10.99",",,,0","5.35",",,,0","5196",",X","","","","","","","225",",X","225",",X","","","","","","","13.9",",X","10.3",",X"
"USW00024233","1972-12","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","112.1","0","0.0",",0","19",",0","16",",0","2",",0","4",",0","1",",0","0",",0","13",",0","9",",0","0",",0","0",",0","21","","5","","19721208",",,0","19721212",",,0","19721211",",,0","1","","19721216",",,0","19721221","+,,0","-10.6",",0,08,","127",",,0,12,","107",",,0,11,","25.9",",,0,16,","12.2",",0,21,+","1240.3","0","463.6",",0","228.2",",,,0","22.5",",X","","","","","","","143",",,,0","3.38",",0","5.34",",,,0","1.42",",,,0","3600",",X","","","","","","","180",",X","225",",X","","","","","","","18.0",",X","13.4",",X"
"USW00024233","1973-01","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","0.0","0","0.0",",0","18",",0","10",",0","1",",0","5",",0","1",",0","0",",0","9",",0","3",",0","0",",0","0",",0","12","","2","","19730106",",,0","19730106","+,,0","19730104",",,0","","","19730113",",,0","19730114",",,0","-9.4",",0,06,","51",",,0,06,+","43",",,0,04,","32.3",",,0,13,","13.9",",0,14,","1692.9","0","452.6",",0","109.1",",,,0","23.2",",X","","","","","","","69",",,,0","3.73",",0","6.40",",,,0","1.07",",,,0","3810",",X","","","","","","","135",",X","225",",X","","","","","","","18.0",",X","14.8",",X"
"USW00024233","1973-02","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","0.0","0","0.0",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","0",",0","0",",0","10","","1","","19730205",",,0","19730204",",,0","19730228","+,,0","1","","19730226",",,0","19730221",",,0","-1.7",",0,05,","0",",T,0,04,","0",",T,0,28,+","13.7",",,0,26,","19.4",",0,21,","2021.6","0","328.7",",0","48.0",",,,0","40.2",",X","","","","","","","0",",T,,0","6.59",",0","10.31",",,,0","2.88",",,,0","6900",",X","","","","","","","225",",X","225",",X","","","","","","","12.3",",X","9.8",",X"
"USW00024233","1973-03","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","0.0","0","0.0",",0","18",",0","3",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","0",",0","0",",0","11","","1","","19730318",",,0","19730319",",,0","19730318",",,0","","","19730310",",,0","19730324",",,0","-0.6",",0,18,","0",",T,0,19,","20",",,0,18,","15.7",",,0,10,","16.7",",0,24,","2381.4","0","359.8",",0","41.2",",,,0","44.8",",X","","","","","","","20",",,,0","6.73",",0","10.16",",,,0","3.29",",,,0","9978",",X","","","","","","","135",",X","135",",X","","","","","","","14.9",",X","14.3",",X"
"USW00024233","1973-04","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","0.0","0","0.0",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","7","","","","19730402",",,0","19730430","+,,0","19730417",",,0","","","19730416",",,0","19730412",",,0","1.1",",0,02,","0",",,0,30,+","0",",T,0,17,","13.7",",,0,16,","18.3",",0,12,","2654.7","0","273.3",",0","34.5",",,,0","67.2",",X","","","","","","","0",",T,,0","9.22",",0","14.06",",,,0","4.39",",,,0","16404",",X","","","","","","","225",",X","225",",X","","","","","","","12.9",",X","11.6",",X"
"USW00024233","1973-05","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","8.7","0","8.7",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","6","","","","19730511",",,0","19730531","+,,0","19730531","+,,0","","","19730523",",,0","19730514",",,0","4.4",",0,11,","0",",,0,31,+","0",",,0,31,+","11.7",",,0,23,","30.6",",0,14,","2810.2","0","155.5",",0","40.7",",,,0","68.8",",X","","","","","","","0",",,,0","13.60",",0","18.71",",,,0","8.48",",,,0","19428",",X","","","","","","","135",",X","225",",X","","","","","","","13.4",",X","10.7",",X"
"USW00024233","1973-06","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","18.5","0","9.8",",0","13",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","11","","","","19730602",",,0","19730630","+,,0","19730630","+,,0","1","","19730624",",,0","19730621",",,0","6.7",",0,02,","0",",,0,30,+","0",",,0,30,+","17.0",",,0,24,","30.0",",0,21,","2915.2","0","105.0",",0","63.6",",,,0","53.0",",X","","","","","","","0",",,,0","15.16",",0","19.41",",,,0","10.91",",,,0","15186",",X","","","","","","","270",",X","270",",X","","","","","","","10.3",",X","9.4",",X"
"USW00024233","1973-07","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","54.3","0","35.8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","7","","1","","19730701",",,0","19730731","+,,0","19730731","+,,0","","","19730705",",,0","19730728",",,0","7.2",",0,01,","0",",,0,31,+","0",",,0,31,+","1.3",",,0,05,","32.2",",0,28,","41.2","0","41.2",",0","2.1",",,,0","72.3",",X","","","","","","","0",",,,0","18.16",",0","24.08",",,,0","12.24",",,,0","20874",",X","","","","","","","225",",X","225",",X","","","","","","","12.9",",X","10.7",",X"
"USW00024233","1973-08","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","62.6","0","8.3",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","16","","5","","19730821",",,0","19730831","+,,0","19730831","+,,0","2","","19730816",",,0","19730812",",,0","7.8",",0,21,","0",",,0,31,+","0",",,0,31,+","3.6",",,0,16,","29.4",",0,12,","108.9","0","67.7",",0","7.0",",,,0","65.4",",X","","","","","","","0",",,,0","16.42",",0","21.52",",,,0","11.31",",,,0","17292",",X","","","","","","","225",",X","225",",X","","","","","","","8.2",",X","7.6",",X"
"USW00024233","1973-09","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","74.0","0","11.4",",0","11",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","14","","3","","19730901",",,0","19730930","+,,0","19730930","+,,0","","","19730919",",,0","19730905",",,0","7.8",",0,01,","0",",,0,30,+","0",",,0,30,+","10.7",",,0,19,","31.1",",0,05,","173.2","0","64.3",",0","46.0",",,,0","65.5",",X","","","","","","","0",",,,0","16.57",",0","21.28",",,,0","11.86",",,,0","14862",",X","","","","","","","225",",X","225",",X","","","","","","","10.3",",X","8.5",",X"
"USW00024233","1973-10","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","74.0","0","0.0",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16","","3","","19731031","+,,0","19731031","+,,0","19731031","+,,0","","","19731006",",,0","19731018",",,0","4.4",",0,31,+","0",",,0,31,+","0",",,0,31,+","30.0",",,0,06,","20.0",",0,18,","393.9","0","220.7",",0","84.3",",,,0","40.5",",X","","","","","","","0",",,,0","11.21",",0","14.39",",,,0","8.04",",,,0","8292",",X","","","","","","","225",",X","225",",X","","","","","","","13.9",",X","13.4",",X"
"USW00024233","1973-11","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","74.0","0","0.0",",0","25",",0","18",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","21","","1","","19731105",",,0","19731105","+,,0","19731103",",,0","","","19731111",",,0","19731109",",,0","-0.6",",0,05,","0",",T,0,05,+","5",",,0,03,","37.6",",,0,11,","15.6",",0,09,","749.0","0","355.1",",0","202.8",",,,0","19.9",",X","","","","","","","5",",,,0","6.50",",0","9.09",",,,0","3.91",",,,0","3414",",X","","","","","","","225",",X","225",",X","","","","","","","23.1",",X","13.4",",X"
"USW00024233","1973-12","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","74.0","0","0.0",",0","22",",0","18",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","20","","5","","19731231",",,0","19731227",",,0","19731227",",,0","","","19731215",",,0","19731220",",,0","-1.1",",0,31,","0",",T,0,27,","8",",,0,27,","32.5",",,0,15,","13.9",",0,20,","1104.2","0","355.2",",0","211.4",",,,0","8.7",",X","","","","","","","8",",,,0","6.88",",0","9.17",",,,0","4.58",",,,0","1392",",X","","","","","","","135",",X","135",",X","","","","","","","21.1",",X","18.3",",X"
"USW00024233","1974-01","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","0.0","0","0.0",",0","18",",0","14",",0","1",",0","0",",0","1",",0","0",",0","14",",0","1",",0","0",",0","0",",0","18","","","","19740109",",,0","19740112","+,,0","19740130",",,0","1","","19740114",",,0","19740115",",,0","-8.9",",0,09,","0",",T,0,12,+","76",",,0,30,","35.3",",,0,14,","14.4",",0,15,","1557.1","0","452.9",",0","197.7",",,,0","31.4",",X","","","","","","","94",",,,0","3.72",",0","6.42",",,,0","1.03",",,,0","5106",",X","","","","","","","225",",X","225",",X","","","","","","","17.5",",X","14.8",",X"
"USW00024233","1974-02","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","0.0","0","0.0",",0","17",",0","11",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","12","","2","","19740209",",,0","19740228","+,,0","19740226","+,,0","","","19740218",",,0","19740215",",,0","-2.2",",0,09,","0",",,0,28,+","0",",T,0,26,+","26.2",",,0,18,","12.8",",0,15,","1897.2","0","340.1",",0","102.1",",,,0","42.8",",X","","","","","","","0",",T,,0","6.19",",0","8.90",",,,0","3.48",",,,0","7392",",X","","","","","","","225",",X","225",",X","","","","","","","19.0",",X","12.1",",X"
"USW00024233","1974-03","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","0.0","0","0.0",",0","20",",0","14",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","0",",0","0",",0","16","","2","","19740307",",,0","19740331","+,,0","19740329","+,,0","","","19740315",",,0","19740326","+,,0","-2.8",",0,07,","0",",,0,31,+","0",",T,0,29,+","30.5",",,0,15,","15.6",",0,26,+","2219.5","0","322.3",",0","148.2",",,,0","38.8",",X","","","","","","","0",",T,,0","7.94",",0","11.61",",,,0","4.26",",,,0","8580",",X","","","","","","","180",",X","225",",X","","","","","","","17.5",",X","13.9",",X"
"USW00024233","1974-04","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","0.0","0","0.0",",0","13",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","12","","1","","19740413","+,,0","19740430","+,,0","19740430","+,,0","1","","19740406",",,0","19740414",",,0","2.8",",0,13,+","0",",,0,30,+","0",",,0,30,+","9.9",",,0,06,","23.9",",0,14,","2464.1","0","244.6",",0","60.8",",,,0","37.6",",X","","","","","","","0",",,,0","10.18",",0","13.67",",,,0","6.69",",,,0","9252",",X","","","","","","","180",",X","180",",X","","","","","","","17.5",",X","16.5",",X"
"USW00024233","1974-05","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","0.0","0","0.0",",0","18",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","12","","","","19740513",",,0","19740531","+,,0","19740515","+,,0","1","","19740523","+,,0","19740531",",,0","3.9",",0,13,","0",",,0,31,+","0",",T,0,15,+","5.1",",,0,23,+","22.2",",0,31,","2638.8","0","174.7",",0","34.9",",,,0","57.4",",X","","","","","","","0",",T,,0","12.70",",0","16.92",",,,0","8.47",",,,0","16068",",X","","","","","","","225",",X","225",",X","","","","","","","17.0",",X","12.1",",X"
"USW00024233","1974-06","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","18.0","0","18.0",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","11","","1","","19740607",",,0","19740630","+,,0","19740630","+,,0","","","19740603",",,0","19740629",",,0","7.2",",0,07,","0",",,0,30,+","0",",,0,30,+","11.7",",,0,03,","30.0",",0,29,","2696.7","0","57.9",",0","31.7",",,,0","70.2",",X","","","","","","","0",",,,0","17.00",",0","22.49",",,,0","11.51",",,,0","20112",",X","","","","","","","180",",X","225",",X","","","","","","","13.4",",X","13.0",",X"
"USW00024233","1974-07","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","38.0","0","20.0",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","9","","","","19740706",",,0","19740731","+,,0","19740731","+,,0","","","19740716",",,0","19740731",",,0","9.4",",0,06,","0",",,0,31,+","0",",,0,31,+","13.0",",,0,16,","31.7",",0,31,","37.7","0","37.7",",0","38.3",",,,0","61.0",",X","","","","","","","0",",,,0","17.76",",0","23.17",",,,0","12.35",",,,0","17526",",X","","","","","","","180",",X","225",",X","","","","","","","11.8",",X","8.0",",X"
"USW00024233","1974-08","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","","","","","","","","","","","70.2","0","32.2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","2",",0","7","","3","","19740808",",,0","19740831","+,,0","19740831","+,,0","","","19740818",",,0","19740829",",,0","8.3",",0,08,","0",",,0,31,+","0",",,0,31,+","0.3",",,0,18,","32.8",",0,29,","77.2","0","39.5",",0","0.3",",,,0","74.1",",X","","","","","","","0",",,,0","18.10",",0","23.99",",,,0","12.21",",,,0","19680",",X","","","","","","","225",",X","225",",X","","","","","","","12.9",",X","8.9",",X"
